assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,False,6,0,0,0,0,1,0,576,0,2,0,0.0,0,0,0,0,50,False,0,3,Nico O'Reilly,13,CHE,1150,1360,MCI,1230,1350,2024,,1.18038,10.0,1.18038,1.06123,8.0,1.06123
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,10,0,0,0,0,2,0,1008,0,1,4,0.0,0,-69,95,164,50,True,0,3,Nico O'Reilly,13,IPS,1070,1080,MCI,1140,1300,2024,,3.07818,15.0,2.31701,0.479999,1.0,0.479999
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2024-08-31T16:30:00Z,0,False,19,0,0,0,0,3,0,1048,0,3,1,0.0,0,-142,91,233,50,False,0,3,Nico O'Reilly,13,WHU,1080,1100,MCI,1230,1350,2024,,3.19297,21.0,3.19297,0.947201,5.0,0.947201
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,4,0,0,0,0,4,0,1234,0,1,2,0.0,0,-31,197,228,50,True,0,3,Nico O'Reilly,13,BRE,1100,1350,MCI,1140,1300,2024,,1.55279,22.0,1.55279,1.05094,6.0,1.05094
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2024-09-22T15:30:00Z,0,False,1,0,0,0,0,5,0,1298,0,2,2,0.0,0,-36,73,109,50,True,0,3,Nico O'Reilly,13,ARS,1370,1350,MCI,1140,1300,2024,,2.75588,13.0,2.75588,1.28411,1.0,1.28411
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28T11:30:00Z,0,False,15,0,0,0,0,6,0,1407,0,1,1,0.0,0,-4,109,113,50,False,0,3,Nico O'Reilly,13,NEW,1100,1130,MCI,1230,1350,2024,,1.26516,16.0,1.26516,1.34344,7.0,0.582272
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2024-10-05T14:00:00Z,0,False,9,0,0,0,0,7,0,1510,0,2,3,0.0,0,-16,126,142,50,True,0,3,Nico O'Reilly,13,FUL,1140,1160,MCI,1140,1300,2024,,1.36684,8.0,1.36684,2.75846,11.0,2.75846
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2024-10-20T13:00:00Z,0,False,20,0,0,0,0,8,0,1564,0,2,1,0.0,0,-61,64,125,50,False,0,3,Nico O'Reilly,13,WOL,1070,1100,MCI,1230,1350,2024,,1.36569,25.0,1.36569,0.761217,0.0,0.761217
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,17,0,0,0,0,9,0,1555,0,0,1,0.0,0,-51,29,80,50,True,0,3,Nico O'Reilly,13,SOU,1060,1090,MCI,1140,1300,2024,,3.16286,12.0,3.16286,0.369989,6.0,0.369989
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,3,0,0,0,0,10,0,1629,0,1,2,0.0,0,-10,79,89,50,False,0,3,Nico O'Reilly,13,BOU,1080,1190,MCI,1230,1350,2024,,2.3527,17.0,2.3527,2.4493,6.0,2.4493
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,False,5,0,0,0,0,11,0,1679,0,1,2,0.0,0,-20,52,72,50,False,0,3,Nico O'Reilly,13,BHA,1080,1140,MCI,1230,1350,2024,,2.60334,4.0,2.60334,2.87116,5.0,2.87116
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,False,18,0,0,0,0,12,0,1693,0,4,0,0.0,0,-36,58,94,50,True,0,3,Nico O'Reilly,13,TOT,1140,1350,MCI,1140,1300,2024,,2.15899,14.0,2.15899,3.30449,8.0,3.30449
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2024-12-01T16:00:00Z,0,False,12,0,0,0,0,13,0,1685,0,0,2,0.0,0,-31,23,54,49,False,0,3,Nico O'Reilly,13,LIV,1340,1360,MCI,1230,1350,2024,,0.745015,4.0,0.745015,3.70054,8.0,2.93937
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,False,16,0,0,0,0,14,0,1686,0,0,3,0.0,0,-10,39,49,49,True,0,3,Nico O'Reilly,13,NFO,1230,1130,MCI,1140,1300,2024,,3.20169,10.0,3.20169,0.802155,7.0,0.802155
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,7,0,0,0,0,15,0,1697,0,2,2,0.0,0,-18,16,34,49,False,0,3,Nico O'Reilly,13,CRY,1130,1110,MCI,1230,1350,2024,,1.5846,16.0,1.5846,1.21476,6.0,1.21476
0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,False,14,0,0,0,0,16,0,1720,0,2,1,0.0,0,-12,26,38,49,True,0,3,Nico O'Reilly,13,MUN,1140,1170,MCI,1140,1300,2024,,0.638103,4.0,0.638103,2.04662,5.0,1.28545
