assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,shots,key_passes,npg,npxG,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,adjusted_xg,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17,0,False,16,0,0,0,0,1,0,6641,0,1,1,0.0,0,0,0,0,45,False,0,0,0,0,0.0,2,Chris Mepham,3,NFO,1140,1120,BOU,1130,1160,2024,0.0,,1.90915,4.0,1.90915,1.24405,10.0,1.24405
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2024-08-25,0,False,15,0,0,0,0,2,0,7211,0,1,1,0.0,0,-917,77,994,45,True,0,0,0,0,0.0,2,Chris Mepham,3,NEW,1130,1310,BOU,1070,1130,2024,0.0,,2.53513,8.0,2.53513,1.89287,9.0,1.89287
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2024-08-31,0,False,8,0,0,0,0,3,0,7090,0,3,2,0.0,0,-741,156,897,44,False,0,0,0,0,0.0,2,Chris Mepham,3,EVE,1080,1080,BOU,1130,1160,2024,0.0,,2.95688,7.0,2.95688,2.55629,15.0,2.55629
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2024-09-14,0,False,6,0,0,0,0,4,0,5241,0,1,0,0.0,0,-1864,54,1918,44,True,0,0,0,0,0.0,2,Chris Mepham,3,CHE,1130,1330,BOU,1070,1130,2024,0.0,,1.53731,5.0,0.77614,0.932726,9.0,0.932726
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2024-09-21,0,False,12,0,0,0,0,5,0,4634,0,0,3,0.0,0,-660,0,660,44,False,0,0,0,0,0.0,2,Chris Mepham,3,LIV,1360,1340,BOU,1130,1160,2024,0.0,,1.46979,6.0,1.46979,2.43731,13.0,2.43731
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2024-09-30,0,False,17,0,0,0,0,6,0,4205,0,1,3,0.0,0,-435,0,435,44,True,0,0,0,0,0.0,2,Chris Mepham,3,SOU,1070,1060,BOU,1070,1130,2024,0.0,,1.44215,7.0,1.44215,0.696068,7.0,0.696068
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2024-10-05,0,False,11,0,0,0,0,7,0,3913,0,0,1,0.0,0,-293,0,293,44,False,0,0,0,0,0.0,2,Chris Mepham,3,LEI,1060,1090,BOU,1130,1160,2024,0.0,,1.94963,7.0,1.94963,0.912063,2.0,0.912063
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,71,0,0,0.0,0.0,2024-10-19,0,False,1,0,0,0,0,8,0,3696,0,0,2,0.0,0,-219,0,219,44,True,0,0,0,0,0.0,2,Chris Mepham,3,ARS,1360,1390,BOU,1070,1130,2024,0.0,,2.18419,7.0,1.42302,0.740758,4.0,0.740758
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,82,0,0,0.0,0.0,2024-10-26,0,False,2,0,0,0,0,9,0,3595,0,1,1,0.0,0,-107,0,107,44,False,0,0,0,0,0.0,2,Chris Mepham,3,AVL,1120,1200,BOU,1130,1160,2024,0.0,,0.328651,6.0,0.328651,1.974,16.0,1.974
0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2024-11-02,0,False,13,0,0,0,0,10,0,3473,0,1,2,0.0,0,-121,0,121,44,True,0,0,0,0,0.0,2,Chris Mepham,3,MCI,1350,1390,BOU,1070,1130,2024,0.0,,2.4493,6.0,2.4493,2.3527,17.0,2.3527
