assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2024-08-19T19:00:00Z,0,False,11,0,0,0,0,1,0,9576,0,1,1,0.0,0,0,0,0,45,False,0,3,Alfie Devine,18,LEI,1050,1090,TOT,1140,1350,2024,,1.40775,21.0,1.40775,1.02614,2.0,1.02614
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,False,8,0,0,0,0,2,0,10930,0,0,4,0.0,0,-420,945,1365,45,True,0,3,Alfie Devine,18,EVE,1150,1100,TOT,1140,1300,2024,,2.61143,9.0,2.61143,0.648869,5.0,0.648869
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,False,15,0,0,0,0,3,0,11661,0,1,2,0.0,0,-254,1690,1944,45,False,0,3,Alfie Devine,18,NEW,1100,1130,TOT,1140,1350,2024,,1.63304,9.0,1.63304,1.58694,5.0,1.58694
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2024-09-15T13:00:00Z,0,False,1,0,0,0,0,4,0,11755,0,1,0,0.0,0,-705,2081,2786,45,True,0,3,Alfie Devine,18,ARS,1370,1350,TOT,1140,1300,2024,,0.792595,10.0,0.792595,1.1209,3.0,1.1209
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,False,4,0,0,0,0,5,0,9970,0,1,3,0.0,0,-1764,0,1764,45,True,0,3,Alfie Devine,18,BRE,1100,1350,TOT,1140,1300,2024,,3.89481,17.0,3.89481,0.893565,5.0,0.893565
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2024-09-29T15:30:00Z,0,False,14,0,0,0,0,6,0,8809,0,3,0,0.0,0,-1199,0,1199,45,False,0,3,Alfie Devine,18,MUN,1140,1110,TOT,1140,1350,2024,,5.4072,15.0,5.4072,0.600721,6.0,0.600721
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2024-10-06T15:30:00Z,0,False,5,0,0,0,0,7,0,8055,0,2,3,0.0,0,-759,0,759,45,False,0,3,Alfie Devine,18,BHA,1080,1140,TOT,1140,1350,2024,,1.09279,10.0,1.09279,1.97217,4.0,1.97217
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2024-10-19T11:30:00Z,0,False,19,0,0,0,0,8,0,7551,0,1,4,0.0,0,-514,0,514,45,True,0,3,Alfie Devine,18,WHU,1070,1130,TOT,1140,1300,2024,,1.44052,11.0,1.44052,0.858803,6.0,0.858803
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,86,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,False,7,0,0,0,0,9,0,7306,0,0,1,0.0,0,-253,0,253,45,False,0,3,Alfie Devine,18,CRY,1130,1110,TOT,1140,1350,2024,,1.0192,7.0,1.0192,0.978611,7.0,0.978611
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,False,2,0,0,0,0,10,0,6960,0,1,4,0.0,0,-343,0,343,45,True,0,3,Alfie Devine,18,AVL,1160,1320,TOT,1140,1300,2024,,2.09751,11.0,2.09751,2.48749,3.0,2.48749
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,108,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,False,10,0,0,0,0,11,0,6685,0,2,1,0.0,0,-284,0,284,45,True,0,3,Alfie Devine,18,IPS,1070,1080,TOT,1140,1300,2024,,1.75088,10.0,1.75088,2.18392,6.0,2.18392
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,False,13,0,0,0,0,12,0,6471,0,4,0,0.0,0,-215,0,215,45,False,0,3,Alfie Devine,18,MCI,1140,1300,TOT,1140,1350,2024,,3.30449,8.0,3.30449,2.15899,14.0,2.15899
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,128,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,False,9,0,0,0,0,13,0,6325,0,1,1,0.0,0,-155,0,155,45,True,0,3,Alfie Devine,18,FUL,1140,1160,TOT,1140,1300,2024,,1.01086,7.0,1.01086,1.57274,7.0,1.57274
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2024-12-05T20:15:00Z,0,False,3,0,0,0,0,14,0,6200,0,0,1,0.0,0,-131,0,131,45,False,0,3,Alfie Devine,18,BOU,1080,1190,TOT,1140,1350,2024,,0.623934,11.0,0.623934,3.27716,10.0,3.27716
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,6,0,0,0,0,15,0,6087,0,4,3,0.0,0,-117,0,117,45,True,0,3,Alfie Devine,18,CHE,1150,1360,TOT,1140,1300,2024,,3.25488,8.0,3.25488,2.57326,16.0,1.05092
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,False,17,0,0,0,0,16,0,5963,0,5,0,0.0,0,-128,0,128,45,False,0,3,Alfie Devine,18,SOU,1060,1050,TOT,1140,1350,2024,,3.89322,10.0,3.89322,1.27356,2.0,1.27356
0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,169,0,0,0.0,0.0,2024-12-22T16:30:00Z,0,False,12,0,0,0,0,17,0,5847,0,6,3,0.0,0,-115,0,115,45,True,0,3,Alfie Devine,18,LIV,1360,1360,TOT,1140,1300,2024,,1.20245,8.0,1.20245,5.20214,14.0,5.20214
