assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,21,0,0,0,0,25,0,0,0,5,0,0.0,0,0,0,0,40,False,0,2,James Sweet,1.0,BUR,1050,1040,ARS,1370,1360,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,251,0,0,0.0,0.0,2024-02-24T20:00:00Z,0,15,0,0,0,0,26,0,185,0,1,4,0.0,0,57,75,18,40,True,0,2,James Sweet,1.0,NEW,1210,1355,ARS,1370,1330,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2024-03-04T20:00:00Z,0,23,0,0,0,0,27,0,282,0,6,0,0.0,0,34,52,18,40,False,0,2,James Sweet,1.0,SHU,1045,1020,ARS,1370,1360,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2024-03-09T17:30:00Z,0,4,0,0,0,0,28,0,379,0,1,2,0.0,0,14,46,32,40,True,0,2,James Sweet,1.0,BRE,1055,1150,ARS,1370,1330,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,296,0,0,0.0,0.0,2024-03-31T15:30:00Z,0,13,0,0,0,0,30,0,551,0,0,0,0.0,0,13,38,25,40,False,0,2,James Sweet,1.0,MCI,1350,1360,ARS,1370,1360,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,301,0,0,0.0,0.0,2024-04-03T18:30:00Z,0,22,0,0,0,0,31,0,583,0,0,2,0.0,0,-4,25,29,40,True,0,2,James Sweet,1.0,LUT,1060,1120,ARS,1370,1330,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2024-04-06T16:30:00Z,0,5,0,0,0,0,32,0,623,0,3,0,0.0,0,0,25,25,40,False,0,2,James Sweet,1.0,BHA,1070,1135,ARS,1370,1360,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2024-04-14T15:30:00Z,0,2,0,0,0,0,33,0,699,0,2,0,0.0,0,18,42,24,40,True,0,2,James Sweet,1.0,AVL,1220,1350,ARS,1370,1330,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,340,0,0,0.0,0.0,2024-04-20T18:30:00Z,0,20,0,0,0,0,34,0,783,0,2,0,0.0,0,8,56,48,40,False,0,2,James Sweet,1.0,WOL,1085,1115,ARS,1370,1360,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2024-04-23T19:00:00Z,0,6,0,0,0,0,34,0,783,0,0,5,0.0,0,8,56,48,40,True,0,2,James Sweet,1.0,CHE,1150,1230,ARS,1370,1330,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,348,0,0,0.0,0.0,2024-04-28T13:00:00Z,0,18,0,0,0,0,35,0,840,0,3,2,0.0,0,-3,41,44,40,False,0,2,James Sweet,1.0,TOT,1110,1230,ARS,1370,1360,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2024-05-04T11:30:00Z,0,3,0,0,0,0,36,0,872,0,0,3,0.0,0,-14,17,31,40,True,0,2,James Sweet,1.0,BOU,1130,1075,ARS,1370,1330,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2024-05-12T15:30:00Z,0,14,0,0,0,0,37,0,998,0,1,0,0.0,0,30,72,42,40,False,0,2,James Sweet,1.0,MUN,1130,1120,ARS,1370,1360,2023
0,0,0,0,0.0,1070,0.0,0.0,0.0,0.0,371,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,8,0,0,0,0,38,0,1079,0,1,2,0.0,0,44,83,39,40,True,0,2,James Sweet,1.0,EVE,1125,1080,ARS,1370,1330,2023
