assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds
0,0,10,0,10.0,263,0.01,0.01,0.0,1.5,5,1,0,2.4,14.0,2023-08-12 14:00:00+00:00,90,10,0,0,0,0,1,1,1296893,1,1,0,0.0,2,0,0,0,45,True,0,1,Jordan Pickford,9,FUL,1180,1170,EVE,1125,1065,1
0,0,7,0,0.0,263,0.0,0.0,0.0,3.11,11,4,0,1.6,15.6,2023-08-20 13:00:00+00:00,90,2,0,0,0,0,2,3,1322797,1,0,4,0.0,0,-47307,22782,70089,45,False,1,1,Jordan Pickford,9,AVL,1140,1180,EVE,1125,1080,1
0,0,13,0,0.0,263,0.01,0.01,0.0,1.16,27,1,0,0.8,8.0,2023-08-26 14:00:00+00:00,90,20,0,0,0,0,3,2,1211662,1,1,0,0.0,2,-125336,14775,140111,45,True,0,1,Jordan Pickford,9,WOL,1105,1100,EVE,1125,1065,1
0,0,17,0,0.0,263,0.01,0.01,0.0,1.24,40,2,0,4.5,45.4,2023-09-02 11:30:00+00:00,90,17,1,0,0,0,4,6,1146447,1,2,2,0.0,1,-77730,19067,96797,45,False,0,1,Jordan Pickford,9,SHU,1045,1020,EVE,1125,1080,1
0,0,16,0,10.0,263,0.02,0.02,0.0,1.02,43,1,0,3.5,25.4,2023-09-17 15:30:00+00:00,90,1,0,0,0,0,5,3,1025614,1,1,0,0.0,3,-132879,10778,143657,44,True,0,1,Jordan Pickford,9,ARS,1370,1360,EVE,1125,1065,1
0,0,10,0,0.0,263,0.01,0.01,0.0,1.04,52,1,0,1.2,12.4,2023-09-23 16:30:00+00:00,90,4,0,0,0,0,6,1,972327,1,3,1,0.0,2,-59716,14547,74263,44,False,0,1,Jordan Pickford,9,BRE,1110,1090,EVE,1125,1080,1
0,0,8,0,0.0,263,0.0,0.0,0.0,0.89,63,2,0,0.5,5.4,2023-09-30 14:00:00+00:00,90,12,0,0,0,0,7,0,954406,1,2,1,0.0,1,-26956,35837,62793,44,True,0,1,Jordan Pickford,9,LUT,1060,1120,EVE,1125,1065,1
0,2,32,1,10.0,263,0.02,0.02,0.0,0.72,75,0,0,4.0,29.8,2023-10-07 14:00:00+00:00,90,3,0,0,0,0,8,3,835966,1,0,3,0.0,9,-116626,13303,129929,44,True,0,1,Jordan Pickford,9,BOU,1130,1075,EVE,1125,1065,1
0,0,19,0,0.0,263,0.01,0.01,0.0,2.24,85,2,0,2.3,23.0,2023-10-21 11:30:00+00:00,90,11,0,0,0,0,9,4,803719,1,0,2,0.0,2,-38293,16063,54356,44,False,0,1,Jordan Pickford,9,LIV,1210,1270,EVE,1125,1080,1
0,0,22,1,0.0,263,0.01,0.01,0.0,0.66,99,0,0,2.0,20.2,2023-10-29 13:00:00+00:00,90,19,0,0,0,0,10,2,755461,1,1,0,0.0,5,-50375,13646,64021,44,False,1,1,Jordan Pickford,9,WHU,1055,1150,EVE,1125,1080,1
0,0,16,0,10.0,263,0.02,0.02,0.0,0.53,103,1,0,2.8,17.8,2023-11-04 15:00:00+00:00,90,5,0,0,0,0,11,2,761355,1,1,1,0.0,2,1479,24577,23098,44,True,0,1,Jordan Pickford,9,BHA,1180,1240,EVE,1125,1065,1
0,0,14,0,0.0,263,0.0,0.0,0.0,2.24,116,2,0,2.5,24.6,2023-11-11 15:00:00+00:00,90,8,0,0,0,0,12,3,761206,1,3,2,0.0,2,-2668,18048,20716,44,False,0,1,Jordan Pickford,9,CRY,1080,1060,EVE,1125,1080,1
0,0,9,0,0.1,263,0.0,0.0,0.0,2.18,123,3,0,1.3,13.0,2023-11-26 16:30:00+00:00,90,14,0,0,0,0,13,1,752679,1,3,0,0.0,1,-11288,16544,27832,44,True,0,1,Jordan Pickford,9,MUN,1210,1230,EVE,1125,1065,1
0,1,23,1,0.0,263,0.01,0.01,0.0,0.71,139,0,0,1.6,16.0,2023-12-02 17:30:00+00:00,90,16,0,0,0,0,14,2,751650,1,1,0,0.0,7,-4161,16342,20503,44,False,0,1,Jordan Pickford,9,NFO,1050,1080,EVE,1125,1080,1
