assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,season,position
0,0,18,0,1.6,609,0.0,0.42,0.3262450098991394,0.81,56,0,1,6.5,38.4,2022-09-04,57,1,0,0,0,0,6,0,106719,1,1,3,25.0,6,93207,104377,11170,75,True,0,Antony Matheus dos Santos,365,3,0,1,0.3262450098991394,14,ARS,1250,1320,MUN,1140,1165,2.4988725,13.25,0.53129725,2.5,2.2863,13.2,0.6663118,3.6,1.3392395,10.25,1.221249,8.0,1.3555976,9.6,1.3227792,7.4,2022,MID
0,0,27,0,14.1,609,0.010823399759829,0.3,0.1632409989833831,3.3,88,6,1,10.9,42.2,2022-10-02,90,13,0,0,0,0,9,0,530066,1,3,6,53.0,7,22342,70841,48499,75,False,0,Antony Matheus dos Santos,365,5,1,1,0.1632409989833831,14,MCI,1340,1360,MUN,1220,1220,2.3921300000000003,12.75,0.35302875,2.0,2.50291,11.714285714285714,0.570707,2.7142857142857144,1.62249,8.75,1.2298814999999998,11.25,1.4678380000000002,8.833333333333334,1.3393793333333337,8.833333333333334,2022,MID
0,1,28,0,35.5,609,0.1794220060110092,0.5,0.612093985080719,0.54,96,1,1,11.3,44.6,2022-10-09,90,8,0,0,0,0,10,0,681685,1,2,1,33.0,8,133132,173998,40866,75,False,0,Antony Matheus dos Santos,365,2,3,1,0.612093985080719,14,EVE,1070,1040,MUN,1220,1220,1.240275,5.0,1.2616602499999998,8.75,1.245860375,5.25,1.604872,8.125,1.5464175,8.0,1.6018865,11.5,1.502911142857143,8.285714285714286,1.5781865714285712,10.0,2022,MID
0,0,12,1,9.0,609,0.0,0.19,0.1441590040922165,0.91,107,0,0,6.6,8.0,2022-10-16,90,15,0,0,0,0,11,0,975801,1,0,0,49.0,3,277228,303376,26148,76,True,0,Antony Matheus dos Santos,365,4,0,0,0.1441590040922165,14,NEW,1300,1220,MUN,1140,1165,2.8931474999999995,13.5,0.928976,4.5,2.045056444444444,11.555555555555555,1.3475076666666663,6.666666666666667,1.66705,7.25,1.35363,10.5,1.54331225,8.25,1.42664375,9.625,2022,MID
0,0,8,1,7.8,609,0.0,0.29,0.1170089989900589,0.58,119,0,0,4.3,3.2,2022-10-19,75,18,0,0,0,0,12,0,1114041,1,0,2,32.0,3,78949,121708,42759,76,True,0,Antony Matheus dos Santos,365,4,0,0,0.1170089989900589,14,TOT,1210,1230,MUN,1140,1165,1.68865525,5.5,1.3845735,9.25,1.7271226,7.2,1.1156008,7.7,1.7461425,6.5,1.3968509999999998,12.25,1.529173111111111,8.222222222222221,1.3557,9.555555555555555,2022,MID
0,0,9,0,39.9,609,0.1171440035104751,0.43,0.1127220019698143,1.06,122,1,0,6.6,10.6,2022-10-22,90,6,0,0,0,0,13,0,1053378,1,1,1,15.0,1,-646,77909,78555,76,False,1,Antony Matheus dos Santos,365,2,3,0,0.1127220019698143,14,CHE,1190,1140,MUN,1220,1220,1.36995375,10.5,1.33900475,4.75,1.38961,8.2,1.4515482,3.9,1.666315,7.75,1.2058874999999998,10.0,1.5472288,8.4,1.2859826,9.3,2022,MID
0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,139,0,0,0.0,0.0,2022-10-30,0,19,0,0,0,0,14,0,1057097,0,0,1,0.0,0,-4590,100706,105296,76,True,0,Antony Matheus dos Santos,365,0,0,0,0.0,14,WHU,1150,1110,MUN,1140,1165,2.4019175,6.5,1.0113575,4.75,1.4733651666666667,4.5,1.0949884166666666,5.25,1.42071125,8.5,0.753725,6.5,1.4730202727272728,8.363636363636363,1.2783823636363636,8.727272727272727,2022,MID
0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2022-11-06,0,2,0,0,0,0,15,0,722161,0,1,3,0.0,0,-330350,17767,348117,76,False,0,Antony Matheus dos Santos,365,0,0,0,0.0,14,AVL,1070,1070,MUN,1220,1220,1.7209727499999998,4.75,2.3302825,7.75,1.2016904615384616,6.307692307692308,1.5376856923076925,6.6923076923076925,1.4020312499999998,8.0,0.9123465,6.0,1.4962185833333337,8.166666666666666,1.2552113333333332,8.416666666666666,2022,MID
0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2022-11-13,0,9,0,0,0,0,16,0,535311,0,2,1,0.0,0,-193810,1860,195670,75,False,0,Antony Matheus dos Santos,365,0,0,0,0.0,14,FUL,1070,1120,MUN,1220,1220,1.993846,5.75,1.56507675,5.75,1.4150068571428571,4.642857142857143,2.0877744285714286,7.857142857142857,1.1773135,8.5,0.85994975,5.0,1.420908615384615,8.307692307692308,1.2031614615384616,8.153846153846153,2022,MID
0,0,1,1,4.4,609,0.0,0.51,0.3954100012779236,0.2,169,0,0,2.4,0.0,2022-12-27,64,16,0,0,0,0,17,0,473027,1,0,3,20.0,3,-69634,55675,125309,75,True,0,Antony Matheus dos Santos,365,2,0,0,0.3954100012779236,14,NFO,1100,1105,MUN,1140,1165,1.31055925,5.5,1.8926075,10.75,1.0352804666666666,3.8,1.781290533333333,9.933333333333334,1.594041,7.5,1.12086325,4.75,1.5606037142857143,8.142857142857142,1.2388056428571428,8.0,2022,MID
0,0,5,1,6.6,609,0.0,0.4,0.3520880043506622,0.54,180,0,0,10.6,11.6,2022-12-31,90,20,0,0,0,0,18,0,445647,1,1,0,88.0,3,-29265,7881,37146,75,False,0,Antony Matheus dos Santos,365,5,0,0,0.3520880043506622,14,WOL,1100,1060,MUN,1220,1220,0.8958060000000001,3.5,1.6682025,8.0,0.9653775625,6.0625,1.37547125,7.375,1.94547725,11.0,0.93953725,4.5,1.5990088,9.066666666666666,1.1880236666666666,7.6,2022,MID
0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-01-03,0,3,0,0,0,0,19,0,423479,0,0,3,0.0,0,-23229,6378,29607,74,True,0,Antony Matheus dos Santos,365,0,0,0,0.0,14,BOU,1110,1080,MUN,1140,1165,1.3378122500000005,6.25,1.665124,7.5,0.8797063125,5.25,1.786652875,9.5625,2.1194472500000003,12.75,0.83637275,3.75,1.65202575,9.3125,1.1505016875,7.25,2022,MID
0,0,2,0,0.5,609,0.0,0.04,0.0,0.52,196,1,0,0.3,2.2,2023-01-14,45,13,0,0,0,0,20,0,411504,0,1,2,0.0,1,-16142,31542,47684,74,True,0,Antony Matheus dos Santos,365,0,0,0,0.0,14,MCI,1340,1380,MUN,1140,1165,2.462635,15.5,1.115862225,5.0,2.27505875,13.625,0.88075118125,3.5,2.7336075,13.5,0.8614875000000001,3.0,1.7490757499999998,9.6875,1.0848843125,7.0625,2022,MID
0,0,7,1,4.4,609,0.0,0.24,0.1003630012273788,0.33,63,0,0,2.0,2.0,2023-01-18,69,7,0,0,0,0,20,0,411504,1,1,1,14.0,3,-16142,31542,47684,74,False,0,Antony Matheus dos Santos,365,3,0,0,0.1003630012273788,14,CRY,1110,1060,MUN,1220,1220,0.94982125,5.25,1.84752475,9.75,1.015334,4.625,1.4986299374999998,8.6875,2.3850175,14.25,0.62018,4.0,1.816965875,9.5625,1.0442030625,7.5,2022,MID
0,0,5,0,12.8,609,0.0370679013431072,0.04,0.0312548987567424,1.63,201,2,0,2.3,6.6,2023-01-22,70,1,0,0,0,0,21,0,382269,1,2,3,4.0,1,-28475,5711,34186,74,False,1,Antony Matheus dos Santos,365,1,1,0,0.0312548987567424,14,ARS,1250,1240,MUN,1220,1220,2.03057425,9.75,1.21324825,5.5,2.07622025,10.875,0.922922375,4.1875,2.19944,11.75,0.60424575,4.25,1.7780115,9.8125,0.974848625,6.6875,2022,MID
0,0,8,0,7.4,609,0.0,0.12,0.0609393008053302,1.17,216,1,0,2.4,5.8,2023-02-04,80,7,0,0,0,0,22,0,376062,1,1,2,11.0,1,-8344,23486,31830,73,True,1,Antony Matheus dos Santos,365,2,0,0,0.0609393008053302,14,CRY,1110,1090,MUN,1140,1165,0.592846,4.25,1.658305,10.75,0.8742806875,4.4375,1.4766975624999998,8.9375,1.6556815,8.75,1.18301025,7.5,1.7110525,9.1875,1.071339875,6.9375,2022,MID
0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08,0,24,0,0,0,0,22,0,376062,0,2,2,0.0,0,-8344,23486,31830,73,True,0,Antony Matheus dos Santos,365,0,0,0,0.0,14,LEE,1075,1120,MUN,1140,1165,1.304674,5.5,0.8605200000000003,3.5,1.330091375,6.75,1.7412016250000002,6.1875,1.4298115,8.25,1.35820475,8.0,1.77171875,9.1875,1.11912325,7.0625,2022,MID
0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,225,0,0,0.0,0.0,2023-02-12,0,24,0,0,0,0,23,0,339313,0,2,0,0.0,0,-37017,1807,38824,73,False,0,Antony Matheus dos Santos,365,0,0,0,0.0,14,LEE,1070,1130,MUN,1220,1220,1.1289485,4.75,1.0374250000000005,5.5,1.299421875,6.4375,1.7929628750000002,6.6875,1.434259,8.75,1.31266675,6.5,1.7699081250000002,9.5625,1.064899375,6.3125,2022,MID
0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,236,0,0,0.0,0.0,2023-02-19,0,11,0,0,0,0,24,0,317809,0,0,3,0.0,0,-22012,147,22159,73,True,0,Antony Matheus dos Santos,365,0,0,0,0.0,14,LEI,1110,1120,MUN,1140,1165,1.51818775,4.0,1.5785075000000002,9.25,1.2443506249999998,5.875,1.359434125,7.375,1.411604,7.0,1.6822395,7.0,1.744308125,9.5625,0.994936875,5.5625,2022,MID
0,0,-2,0,12.2,609,0.0890934020280838,0.07,0.0454038009047508,2.65,256,7,0,3.9,6.8,2023-03-05,90,12,0,0,0,0,26,0,309224,1,0,7,20.0,1,1295,5021,3726,73,False,1,Antony Matheus dos Santos,365,2,1,0,0.0454038009047508,14,LIV,1180,1260,MUN,1220,1220,2.1128850000000003,7.5,0.9816867499999998,3.25,2.0334600000000003,9.1875,1.638952,5.75,2.4052,9.75,1.3057519999999998,5.0,1.89559,9.8125,1.059370375,5.5625,2022,MID
0,0,9,1,22.0,609,0.1137880012392997,0.1,0.0240825004875659,1.11,267,0,0,3.3,7.0,2023-03-12,73,17,0,0,0,0,27,0,309107,1,0,0,4.0,3,-966,3931,4897,73,True,0,Antony Matheus dos Santos,365,1,2,0,0.0240825004875659,14,SOU,1070,1080,MUN,1140,1165,0.9140025000000002,3.25,1.15585975,8.75,0.995163875,4.9375,1.3953931875,7.75,2.096998,7.75,1.8214745,7.5,1.859432625,9.5,1.225279125,5.875,2022,MID
0,0,8,1,12.2,609,0.0748853981494903,0.15,0.0542282983660697,1.81,288,0,0,3.3,8.0,2023-04-02,61,15,0,0,0,0,29,0,318942,1,0,2,13.0,3,9617,12804,3187,73,False,0,Antony Matheus dos Santos,365,2,1,0,0.0542282983660697,14,NEW,1250,1165,MUN,1220,1220,1.76596725,9.75,1.1872025,6.25,1.749497,8.75,0.91260860625,4.875,1.82470825,7.0,1.9779075,7.5,1.8095064375,9.375,1.257904375,5.6875,2022,MID
