assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2023-08-12 16:30:00+00:00,0,15,0,0,0,0,1,0,1024,0,1,5,0.0,0,0,0,0,45,False,0,3,Morgan Sanson,2,NEW,1050,1160,AVL,1220,1350,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2023-08-20 13:00:00+00:00,0,9,0,0,0,0,2,0,756,0,0,4,0.0,0,-252,0,252,45,True,0,3,Morgan Sanson,2,EVE,1125,1080,AVL,1140,1180,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2023-08-27 13:00:00+00:00,0,6,0,0,0,0,3,0,648,0,3,1,0.0,0,-117,0,117,45,False,0,3,Morgan Sanson,2,BUR,1050,1040,AVL,1220,1350,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2023-09-03 13:00:00+00:00,0,11,0,0,0,0,4,0,596,0,0,3,0.0,0,-56,0,56,45,False,0,3,Morgan Sanson,2,LIV,1210,1270,AVL,1220,1350,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2023-09-16 14:00:00+00:00,0,8,0,0,0,0,5,0,549,0,1,3,0.0,0,-50,0,50,45,True,0,3,Morgan Sanson,2,CRY,1120,1085,AVL,1140,1180,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24 13:00:00+00:00,0,7,0,0,0,0,6,0,527,0,1,0,0.0,0,-24,0,24,45,False,0,3,Morgan Sanson,2,CHE,1080,1170,AVL,1220,1350,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,61,0,0,0.0,0.0,2023-09-30 11:30:00+00:00,0,5,0,0,0,0,7,0,513,0,1,6,0.0,0,-15,0,15,45,True,0,3,Morgan Sanson,2,BHA,1180,1240,AVL,1140,1180,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08 13:00:00+00:00,0,20,0,0,0,0,8,0,491,0,1,1,0.0,0,-20,0,20,45,False,0,3,Morgan Sanson,2,WOL,1085,1115,AVL,1220,1350,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,81,0,0,0.0,0.0,2023-10-22 15:30:00+00:00,0,19,0,0,0,0,9,0,476,0,1,4,0.0,0,-16,0,16,45,True,0,3,Morgan Sanson,2,WHU,1140,1150,AVL,1140,1180,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2023-10-29 14:00:00+00:00,0,12,0,0,0,0,10,0,461,0,1,3,0.0,0,-14,0,14,45,True,0,3,Morgan Sanson,2,LUT,1060,1120,AVL,1140,1180,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,108,0,0,0.0,0.0,2023-11-05 14:00:00+00:00,0,16,0,0,0,0,11,0,454,0,0,2,0.0,0,-9,0,9,45,False,0,3,Morgan Sanson,2,NFO,1050,1080,AVL,1220,1350,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2023-11-12 14:00:00+00:00,0,10,0,0,0,0,12,0,448,0,1,3,0.0,0,-5,0,5,45,True,0,3,Morgan Sanson,2,FUL,1180,1170,AVL,1140,1180,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,130,0,0,0.0,0.0,2023-11-26 14:00:00+00:00,0,18,0,0,0,0,13,0,441,0,2,1,0.0,0,-7,0,7,45,False,0,3,Morgan Sanson,2,TOT,1110,1230,AVL,1220,1350,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,132,0,0,0.0,0.0,2023-12-03 14:00:00+00:00,0,3,0,0,0,0,14,0,439,0,2,2,0.0,0,-3,0,3,45,False,0,3,Morgan Sanson,2,BOU,1055,1145,AVL,1220,1350,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2023-12-06 20:15:00+00:00,0,13,0,0,0,0,15,0,437,0,0,1,0.0,0,-2,0,2,45,True,0,3,Morgan Sanson,2,MCI,1360,1370,AVL,1140,1180,1,2023
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2023-12-09 17:30:00+00:00,0,1,0,0,0,0,16,0,433,0,0,1,0.0,0,-4,0,4,45,True,0,3,Morgan Sanson,2,ARS,1370,1360,AVL,1140,1180,1,2023
