assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18T13:00:00Z,0,False,7,0,0,0,0,1,0,3171,0,1,2,0.0,0,0,0,0,60,True,0,4,Igor Thiago Nascimento Rodrigues,4,CRY,1100,1090,BRE,1080,1100,2024,,1.38064,1.0,1.38064,1.14757,4.0,1.14757
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2024-08-25T15:30:00Z,0,False,12,0,0,0,0,2,0,2479,0,0,2,0.0,0,-878,77,955,60,False,0,4,Igor Thiago Nascimento Rodrigues,4,LIV,1360,1340,BRE,1120,1190,2024,,0.457239,2.0,0.457239,2.71877,21.0,2.71877
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,17,0,0,0,0,3,0,2162,0,1,3,0.0,0,-385,95,480,59,True,0,4,Igor Thiago Nascimento Rodrigues,4,SOU,1070,1060,BRE,1080,1100,2024,,3.86281,15.0,3.86281,1.64713,14.0,1.64713
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,13,0,0,0,0,4,0,1977,0,1,2,0.0,0,-249,105,354,59,False,0,4,Igor Thiago Nascimento Rodrigues,4,MCI,1350,1360,BRE,1120,1190,2024,,1.05094,6.0,1.05094,1.55279,22.0,1.55279
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,False,18,0,0,0,0,5,0,1959,0,1,3,0.0,0,-46,66,112,59,False,0,4,Igor Thiago Nascimento Rodrigues,4,TOT,1110,1330,BRE,1120,1190,2024,,0.893565,5.0,0.893565,3.89481,17.0,3.89481
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,19,0,0,0,0,6,0,1950,0,1,1,0.0,0,-28,94,122,59,True,0,4,Igor Thiago Nascimento Rodrigues,4,WHU,1070,1130,BRE,1080,1100,2024,,0.370222,7.0,0.370222,0.878617,12.0,0.878617
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2024-10-05T14:00:00Z,0,False,20,0,0,0,0,7,0,1945,0,3,5,0.0,0,-30,82,112,59,True,0,4,Igor Thiago Nascimento Rodrigues,4,WOL,1060,1120,BRE,1080,1100,2024,,4.13513,9.0,3.37396,0.696254,10.0,0.696254
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,False,14,0,0,0,0,8,0,1982,0,1,2,0.0,0,-7,99,106,59,False,0,4,Igor Thiago Nascimento Rodrigues,4,MUN,1130,1120,BRE,1120,1190,2024,,0.892843,3.0,0.892843,1.76555,12.0,1.76555
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,10,0,0,0,0,9,0,1960,0,3,4,0.0,0,-30,58,88,59,True,0,4,Igor Thiago Nascimento Rodrigues,4,IPS,1080,1100,BRE,1080,1100,2024,,4.09663,9.0,3.33546,1.65698,6.0,1.65698
0,0,0,0,0.0,107,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,False,9,0,0,0,0,10,0,1930,0,1,2,0.0,0,-42,53,95,59,False,0,4,Igor Thiago Nascimento Rodrigues,4,FUL,1100,1100,BRE,1120,1190,2024,,0.739231,2.0,0.739231,1.43017,13.0,1.43017
