assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,20,0,0,0,0,22,0,26922,0,0,3,0.0,0,-378,612,990,39,False,0,2,Calvin Ramsay,12,WOL,1100,1060,LIV,1250,1300,2022,,1.30193,14.0,1.30193,2.63328,5.0,2.63328
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,227,0,0,0.0,0.0,2023-02-13T20:00:00Z,0,8,0,0,0,0,23,0,26899,0,0,2,0.0,0,-241,345,586,39,True,0,2,Calvin Ramsay,12,EVE,1100,1090,LIV,1180,1260,2022,,2.23291,7.0,2.23291,0.402331,3.0,0.402331
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,237,0,0,0.0,0.0,2023-02-18T17:30:00Z,0,15,0,0,0,0,24,0,26640,0,2,0,0.0,0,-422,339,761,39,False,0,2,Calvin Ramsay,12,NEW,1250,1165,LIV,1250,1300,2022,,2.16549,7.0,2.16549,1.74852,5.0,1.74852
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,7,0,0,0,0,25,0,24688,0,0,0,0.0,0,-1600,70,1670,39,False,0,2,Calvin Ramsay,12,CRY,1110,1060,LIV,1250,1300,2022,,1.35123,5.0,1.35123,0.989086,1.0,0.989086
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2023-03-01T20:00:00Z,0,20,0,0,0,0,25,0,24688,0,0,2,0.0,0,-1600,70,1670,39,True,0,2,Calvin Ramsay,12,WOL,1100,1080,LIV,1180,1260,2022,,2.70191,11.0,2.70191,0.78681,4.0,0.78681
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,256,0,0,0.0,0.0,2023-03-05T16:30:00Z,0,14,0,0,0,0,26,0,24480,0,0,7,0.0,0,-598,85,683,39,True,0,2,Calvin Ramsay,12,MUN,1220,1220,LIV,1180,1260,2022,,3.44269,14.0,3.44269,0.837542,3.0,0.837542
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,261,0,0,0.0,0.0,2023-03-11T12:30:00Z,0,3,0,0,0,0,27,0,23803,0,0,1,0.0,0,-697,71,768,39,False,0,2,Calvin Ramsay,12,BOU,1020,1050,LIV,1250,1300,2022,,2.13465,12.0,1.37349,1.10128,1.0,1.10128
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,287,0,0,0.0,0.0,2023-04-01T11:30:00Z,0,13,0,0,0,0,29,0,23007,0,1,4,0.0,0,-410,98,508,39,False,0,2,Calvin Ramsay,12,MCI,1340,1360,LIV,1250,1300,2022,,0.318171,3.0,0.318171,3.01243,18.0,3.01243
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-04-04T19:00:00Z,0,6,0,0,0,0,29,0,23007,0,0,0,0.0,0,-410,98,508,39,False,0,2,Calvin Ramsay,12,CHE,1190,1140,LIV,1250,1300,2022,,0.202217,8.0,0.202217,2.18903,12.0,2.18903
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,296,0,0,0.0,0.0,2023-04-09T15:30:00Z,0,1,0,0,0,0,30,0,22750,0,2,2,0.0,0,-274,50,324,39,True,0,2,Calvin Ramsay,12,ARS,1250,1320,LIV,1180,1260,2022,,4.64012,19.0,3.87895,1.53631,1.0,1.53631
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,304,0,0,0.0,0.0,2023-04-17T19:00:00Z,0,24,0,0,0,0,31,0,22593,0,6,1,0.0,0,-168,71,239,39,False,0,2,Calvin Ramsay,12,LEE,1070,1130,LIV,1250,1300,2022,,2.65476,13.0,2.65476,1.16748,2.0,1.16748
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2023-04-22T14:00:00Z,0,16,0,0,0,0,32,0,22303,0,2,3,0.0,0,-276,33,309,39,True,0,2,Calvin Ramsay,12,NFO,1100,1105,LIV,1180,1260,2022,,3.32745,11.0,3.32745,0.724666,8.0,0.724666
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,326,0,0,0.0,0.0,2023-04-26T18:45:00Z,0,19,0,0,0,0,33,0,22208,0,2,1,0.0,0,-129,40,169,39,False,0,2,Calvin Ramsay,12,WHU,1145,1060,LIV,1250,1300,2022,,1.7045,12.0,1.7045,0.939348,2.0,0.939348
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,338,0,0,0.0,0.0,2023-04-30T15:30:00Z,0,18,0,0,0,0,34,0,22027,0,3,4,0.0,0,-199,28,227,39,True,0,2,Calvin Ramsay,12,TOT,1210,1230,LIV,1180,1260,2022,,2.42911,7.0,1.66794,1.44927,3.0,1.44927
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,276,0,0,0.0,0.0,2023-05-03T19:00:00Z,0,9,0,0,0,0,34,0,22027,0,0,1,0.0,0,-199,28,227,39,True,0,2,Calvin Ramsay,12,FUL,1065,1140,LIV,1180,1260,2022,,1.67372,10.0,0.912551,0.740125,4.0,0.740125
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,344,0,0,0.0,0.0,2023-05-06T16:30:00Z,0,4,0,0,0,0,35,0,21855,0,0,1,0.0,0,-172,44,216,39,True,0,2,Calvin Ramsay,12,BRE,1160,1200,LIV,1180,1260,2022,,1.992,13.0,1.992,0.183892,3.0,0.183892
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,358,0,0,0.0,0.0,2023-05-15T19:00:00Z,0,11,0,0,0,0,36,0,21744,0,3,0,0.0,0,-126,40,166,39,False,0,2,Calvin Ramsay,12,LEI,1065,1200,LIV,1250,1300,2022,,1.77085,13.0,1.77085,0.527496,3.0,0.527496
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,364,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,2,0,0,0,0,37,0,21647,0,1,1,0.0,0,-110,76,186,39,True,0,2,Calvin Ramsay,12,AVL,1075,1130,LIV,1180,1260,2022,,0.918508,10.0,0.918508,1.46948,2.0,0.708313
0,0,0,0,0.0,922,0.0,0.0,0.0,0.0,380,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,17,0,0,0,0,38,0,21532,0,4,4,0.0,0,-107,71,178,39,False,0,2,Calvin Ramsay,12,SOU,1070,1060,LIV,1250,1300,2022,,4.00345,20.0,4.00345,1.33964,4.0,1.33964
