assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,169,0,0,0.0,0.0,2022-12-27 20:00:00+00:00,0,14,0,0,0,0,17,0,0,0,0,3,0.0,0,0,0,0,40,False,0,1,Jordan Smith,16,MUN,1140,1165,NFO,1100,1105,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,177,0,0,0.0,0.0,2023-01-01 16:30:00+00:00,0,6,0,0,0,0,18,0,140,0,1,1,0.0,0,95,103,8,40,True,0,1,Jordan Smith,16,CHE,1220,1220,NFO,1065,1030,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,190,0,0,0.0,0.0,2023-01-04 19:30:00+00:00,0,17,0,0,0,0,19,0,252,0,1,0,0.0,0,54,96,42,40,False,0,1,Jordan Smith,16,SOU,1070,1060,NFO,1100,1105,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,198,0,0,0.0,0.0,2023-01-14 15:00:00+00:00,0,11,0,0,0,0,20,0,436,0,0,2,0.0,0,75,123,48,40,True,0,1,Jordan Smith,16,LEI,1110,1120,NFO,1065,1030,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2023-01-21 15:00:00+00:00,0,3,0,0,0,0,21,0,779,0,1,1,0.0,0,266,339,73,40,False,0,1,Jordan Smith,16,BOU,1020,1050,NFO,1100,1105,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05 14:00:00+00:00,0,24,0,0,0,0,22,0,908,0,0,1,0.0,0,20,210,190,40,True,0,1,Jordan Smith,16,LEE,1075,1120,NFO,1065,1030,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,224,0,0,0.0,0.0,2023-02-11 15:00:00+00:00,0,9,0,0,0,0,23,0,756,0,0,2,0.0,0,-140,0,140,40,False,0,1,Jordan Smith,16,FUL,1070,1120,NFO,1100,1105,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,238,0,0,0.0,0.0,2023-02-18 15:00:00+00:00,0,13,0,0,0,0,24,0,685,0,1,1,0.0,0,-78,0,78,40,True,0,1,Jordan Smith,16,MCI,1340,1380,NFO,1065,1030,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,250,0,0,0.0,0.0,2023-02-25 15:00:00+00:00,0,19,0,0,0,0,25,0,623,0,0,4,0.0,0,-57,0,57,40,False,0,1,Jordan Smith,16,WHU,1145,1060,NFO,1100,1105,1,2022
0,0,0,0,0.0,1532,0.0,0.0,0.0,0.0,258,0,0,0.0,0.0,2023-03-05 14:00:00+00:00,0,8,0,0,0,0,26,0,596,0,2,2,0.0,0,-33,0,33,40,True,0,1,Jordan Smith,16,EVE,1100,1090,NFO,1065,1030,1,2022
