assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2023-08-12 12:00:00+00:00,0,1,0,0,0,0,1,0,40046,0,1,2,0.0,0,0,0,0,45,False,0,4,Sam Surridge,16,ARS,1370,1330,NFO,1125,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2023-08-18 18:45:00+00:00,0,17,0,0,0,0,2,0,31728,0,1,2,0.0,0,-7793,0,7793,45,True,0,4,Sam Surridge,16,SHU,1020,1060,NFO,1050,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2023-08-26 14:00:00+00:00,0,14,0,0,0,0,3,0,27356,0,2,3,0.0,0,-4747,0,4747,45,False,0,4,Sam Surridge,16,MUN,1130,1120,NFO,1125,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02 14:00:00+00:00,0,7,0,0,0,0,4,0,24262,0,1,0,0.0,0,-3151,0,3151,45,False,0,4,Sam Surridge,16,CHE,1080,1170,NFO,1125,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18 18:45:00+00:00,0,6,0,0,0,0,5,0,21662,0,1,1,0.0,0,-2748,0,2748,45,True,0,4,Sam Surridge,16,BUR,1050,1050,NFO,1050,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2023-09-23 14:00:00+00:00,0,13,0,0,0,0,6,0,20143,0,0,2,0.0,0,-1586,0,1586,45,False,0,4,Sam Surridge,16,MCI,1350,1360,NFO,1125,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2023-10-01 13:00:00+00:00,0,4,0,0,0,0,7,0,18745,0,1,1,0.0,0,-1352,0,1352,45,True,0,4,Sam Surridge,16,BRE,1055,1150,NFO,1050,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07 16:30:00+00:00,0,8,0,0,0,0,8,0,17438,0,0,0,0.0,0,-1288,0,1288,45,False,0,4,Sam Surridge,16,CRY,1080,1060,NFO,1125,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2023-10-21 14:00:00+00:00,0,12,0,0,0,0,9,0,16729,0,2,2,0.0,0,-767,0,767,45,True,0,4,Sam Surridge,16,LUT,1060,1120,NFO,1050,1080,1,2023
0,0,0,0,0.0,983,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2023-10-29 14:00:00+00:00,0,11,0,0,0,0,10,0,16167,0,0,3,0.0,0,-592,0,592,45,False,0,4,Sam Surridge,16,LIV,1210,1270,NFO,1125,1080,1,2023
