assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2023-11-04 17:30:00+00:00,0,15,0,0,0,0,11,0,4803,0,0,1,0.0,0,-82,0,82,49,False,0,3,Nicolas Pépé,1,NEW,1050,1160,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2023-11-11 15:00:00+00:00,0,6,0,0,0,0,12,0,4736,0,1,3,0.0,0,-73,0,73,49,True,0,3,Nicolas Pépé,1,BUR,1050,1050,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,121,0,0,0.0,0.0,2023-11-25 17:30:00+00:00,0,4,0,0,0,0,13,0,4688,0,1,0,0.0,0,-46,0,46,49,False,0,3,Nicolas Pépé,1,BRE,1110,1090,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,131,0,0,0.0,0.0,2023-12-02 15:00:00+00:00,0,20,0,0,0,0,14,0,4653,0,1,2,0.0,0,-37,0,37,49,True,0,3,Nicolas Pépé,1,WOL,1105,1100,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2023-12-05 20:15:00+00:00,0,12,0,0,0,0,15,0,4636,0,4,3,0.0,0,-18,0,18,49,False,0,3,Nicolas Pépé,1,LUT,1020,1090,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2023-12-09 17:30:00+00:00,0,2,0,0,0,0,16,0,4620,0,0,1,0.0,0,-16,0,16,49,False,0,3,Nicolas Pépé,1,AVL,1140,1180,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,161,0,0,0.0,0.0,2023-12-17 14:00:00+00:00,0,5,0,0,0,0,17,0,4600,0,0,2,0.0,0,-19,0,19,49,True,0,3,Nicolas Pépé,1,BHA,1180,1240,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2023-12-23 17:30:00+00:00,0,11,0,0,0,0,18,0,4588,0,1,1,0.0,0,-12,0,12,49,False,0,3,Nicolas Pépé,1,LIV,1210,1270,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,181,0,0,0.0,0.0,2023-12-28 20:15:00+00:00,0,19,0,0,0,0,19,0,4574,0,2,0,0.0,0,-15,0,15,49,True,0,3,Nicolas Pépé,1,WHU,1140,1150,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,193,0,0,0.0,0.0,2023-12-31 14:00:00+00:00,0,10,0,0,0,0,20,0,4555,0,1,2,0.0,0,-18,0,18,49,False,0,3,Nicolas Pépé,1,FUL,1050,1060,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2024-01-20 12:30:00+00:00,0,8,0,0,0,0,21,0,4519,0,0,5,0.0,0,-35,0,35,49,True,0,3,Nicolas Pépé,1,CRY,1120,1085,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2024-01-30 19:30:00+00:00,0,16,0,0,0,0,22,0,4493,0,2,1,0.0,0,-26,0,26,49,False,0,3,Nicolas Pépé,1,NFO,1050,1080,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,221,0,0,0.0,0.0,2024-02-04 16:30:00+00:00,0,11,0,0,0,0,23,0,4486,0,1,3,0.0,0,-9,0,9,49,True,0,3,Nicolas Pépé,1,LIV,1350,1390,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,239,0,0,0.0,0.0,2024-02-11 14:00:00+00:00,0,19,0,0,0,0,24,0,4469,0,6,0,0.0,0,-17,0,17,49,False,0,3,Nicolas Pépé,1,WHU,1055,1150,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2024-02-17 15:00:00+00:00,0,6,0,0,0,0,25,0,4457,0,5,0,0.0,0,-12,0,12,49,False,0,3,Nicolas Pépé,1,BUR,1050,1040,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,251,0,0,0.0,0.0,2024-02-24 20:00:00+00:00,0,15,0,0,0,0,26,0,4450,0,1,4,0.0,0,-8,0,8,49,True,0,3,Nicolas Pépé,1,NEW,1210,1355,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2024-03-04 20:00:00+00:00,0,17,0,0,0,0,27,0,4434,0,6,0,0.0,0,-15,0,15,49,False,0,3,Nicolas Pépé,1,SHU,1045,1020,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2024-03-09 17:30:00+00:00,0,4,0,0,0,0,28,0,4426,0,1,2,0.0,0,-9,0,9,49,True,0,3,Nicolas Pépé,1,BRE,1055,1150,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,296,0,0,0.0,0.0,2024-03-31 15:30:00+00:00,0,13,0,0,0,0,30,0,4408,0,0,0,0.0,0,-8,0,8,49,False,0,3,Nicolas Pépé,1,MCI,1350,1360,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,301,0,0,0.0,0.0,2024-04-03 18:30:00+00:00,0,12,0,0,0,0,31,0,4404,0,0,2,0.0,0,-4,0,4,49,True,0,3,Nicolas Pépé,1,LUT,1060,1120,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2024-04-06 16:30:00+00:00,0,5,0,0,0,0,32,0,4397,0,3,0,0.0,0,-6,0,6,49,False,0,3,Nicolas Pépé,1,BHA,1070,1135,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2024-04-14 15:30:00+00:00,0,2,0,0,0,0,33,0,4394,0,2,0,0.0,0,-4,0,4,49,True,0,3,Nicolas Pépé,1,AVL,1220,1350,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,340,0,0,0.0,0.0,2024-04-20 18:30:00+00:00,0,20,0,0,0,0,34,0,4386,0,2,0,0.0,0,-8,0,8,49,False,0,3,Nicolas Pépé,1,WOL,1085,1115,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2024-04-23 19:00:00+00:00,0,7,0,0,0,0,34,0,4386,0,0,5,0.0,0,-8,0,8,49,True,0,3,Nicolas Pépé,1,CHE,1150,1230,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,348,0,0,0.0,0.0,2024-04-28 13:00:00+00:00,0,18,0,0,0,0,35,0,4382,0,3,2,0.0,0,-4,0,4,49,False,0,3,Nicolas Pépé,1,TOT,1110,1230,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2024-05-04 11:30:00+00:00,0,3,0,0,0,0,36,0,4379,0,0,3,0.0,0,-3,0,3,49,True,0,3,Nicolas Pépé,1,BOU,1130,1075,ARS,1370,1330,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2024-05-12 15:30:00+00:00,0,14,0,0,0,0,37,0,4377,0,1,0,0.0,0,-2,0,2,49,False,0,3,Nicolas Pépé,1,MUN,1130,1120,ARS,1370,1360,1,2023
0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,371,0,0,0.0,0.0,2024-05-19 15:00:00+00:00,0,9,0,0,0,0,38,0,4374,0,1,2,0.0,0,-3,0,3,49,True,0,3,Nicolas Pépé,1,EVE,1125,1080,ARS,1370,1330,1,2023
