assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,season,position,modified
0,2,26,0,25.8,80,0.0824297964572906,0.39,0.628259003162384,0.62,6,2,1,8.8,39.0,2022-08-07,90,11,0,0,0,0,1,0,438961,1,2,2,23.0,8,0,0,0,70,False,0,Ivan Toney,108,2,3,1,0.628259003162384,4,LEI,1065,1200,BRE,1160,1200,1.5628854,6.2,1.3366172,6.2,1.5628854,6.2,1.3366172,6.2,0.7929636,5.4,1.6064333999999998,6.2,0.7929636,5.4,1.6064333999999998,6.2,2022,FWD,
2,1,31,1,43.1,80,0.9397569894790648,0.06,0.0157456994056701,0.92,13,0,0,9.7,37.6,2022-08-13,90,14,0,0,0,0,2,0,512063,1,0,4,16.0,9,18826,72669,53843,70,True,0,Ivan Toney,108,1,4,0,0.0157456994056701,4,MUN,1220,1220,BRE,1100,1130,0.931067,3.0,0.455695,5.0,0.931067,3.0,0.455695,5.0,1.42103,7.0,1.7289,5.0,1.42103,7.0,1.7289,5.0,2022,FWD,
0,2,25,0,13.1,80,0.051589798182249,1.04,0.726485013961792,2.54,24,3,1,9.9,37.8,2022-08-20,90,9,0,0,0,0,3,0,1271626,1,2,3,48.0,8,644773,728368,83595,71,False,0,Ivan Toney,108,2,1,1,0.726485013961792,4,FUL,1070,1120,BRE,1160,1200,1.1594585,3.0,0.6758665,8.0,1.1594585,3.0,0.6758665,8.0,1.178175,3.0,1.6582425,6.0,1.178175,3.0,1.6582425,6.0,2022,FWD,
0,0,-1,0,16.6,80,0.0502978004515171,0.33,0.4999290108680725,1.07,33,1,0,2.8,0.0,2022-08-27,90,8,0,0,0,0,4,0,1915935,1,1,1,11.0,2,555597,633498,77901,72,True,0,Ivan Toney,108,2,1,0,0.4999290108680725,4,EVE,1100,1090,BRE,1100,1130,1.3041456666666666,4.666666666666667,1.4170243333333332,7.666666666666667,1.3041456666666666,4.666666666666667,1.4170243333333332,7.666666666666667,1.1170443333333333,5.0,1.8361416666666663,7.0,1.1170443333333333,5.0,1.8361416666666663,7.0,2022,FWD,
0,0,3,0,24.3,80,0.3166469931602478,0.82,0.3472619950771332,0.98,43,1,0,4.7,4.8,2022-08-30,90,7,0,0,0,0,5,0,1842651,1,1,1,18.0,1,-81239,186083,267322,72,False,1,Ivan Toney,108,2,1,0,0.3472619950771332,4,CRY,1110,1060,BRE,1160,1200,1.54908675,5.75,1.47643075,7.5,1.54908675,5.75,1.47643075,7.5,1.463599,4.75,1.7152745,13.5,1.463599,4.75,1.7152745,13.5,2022,FWD,
0,3,74,0,1.7,80,0.0,1.14,1.2512400150299072,1.92,52,2,3,15.9,102.0,2022-09-03,90,24,0,0,0,0,6,0,1515074,1,2,5,55.0,17,-342439,98658,441097,71,True,0,Ivan Toney,108,6,0,2,0.4900749921798706,4,LEE,1075,1120,BRE,1100,1130,1.72084,7.0,1.55684775,6.5,1.5628854,6.2,1.3366172,6.2,1.600225,6.0,1.2208255,5.0,1.458014,5.8,1.1968984,5.8,2022,FWD,
0,0,5,0,15.9,80,0.0646469965577125,0.19,0.1401389986276626,1.52,72,3,0,3.5,9.8,2022-09-18,90,1,0,0,0,0,8,0,2018737,1,3,0,9.0,2,8381,151392,143011,72,True,0,Ivan Toney,108,2,1,0,0.1401389986276626,4,ARS,1250,1320,BRE,1100,1130,2.0610025,7.5,1.78183825,6.0,1.7604878333333334,6.0,1.413181,6.666666666666667,2.1017925,14.75,0.8658875000000001,2.5,2.142313333333333,13.666666666666666,0.8934331666666667,3.8333333333333335,2022,FWD,
0,0,-5,1,4.5,80,0.0,0.61,0.8259580135345459,0.38,82,0,0,8.4,4.6,2022-10-01,90,3,0,0,0,0,9,0,2581114,1,0,0,75.0,1,484252,590393,106141,73,False,1,Ivan Toney,108,6,0,0,0.8259580135345459,4,BOU,1020,1050,BRE,1160,1200,1.7976500000000002,6.25,1.38705575,6.5,1.586148142857143,5.571428571428571,1.3998994285714286,7.0,0.60625375,6.5,2.317335,14.0,0.4783767142857143,4.285714285714286,1.879955,12.285714285714286,2022,FWD,
0,0,22,0,14.4,80,0.0493094995617866,0.82,0.8058390021324158,1.53,98,5,1,9.7,43.4,2022-10-08,90,15,0,0,0,0,10,0,2448031,1,1,5,39.0,5,-118791,212367,331158,73,False,1,Ivan Toney,108,2,1,0,0.0446696989238262,4,NEW,1250,1165,BRE,1160,1200,1.4881725,6.25,1.16292525,6.25,1.518629625,6.0,1.319678,6.875,2.4424565,11.75,1.0856085,6.75,1.99489975,11.875,1.374113625,7.0,2022,FWD,
0,3,54,1,16.7,80,0.3671860098838806,1.1,1.3506200313568115,1.95,102,0,2,14.8,72.8,2022-10-14,90,5,0,0,0,0,11,0,2518602,1,0,2,58.0,12,50656,182368,131712,73,True,1,Ivan Toney,108,2,1,1,0.5894529819488525,4,BHA,1150,1200,BRE,1100,1130,1.3673175,5.25,1.580162,8.25,1.4759663333333333,5.777777777777778,1.4448593333333335,7.111111111111111,1.93766375,9.0,1.26489025,7.5,1.815526875,8.0,1.072739625,6.25,2022,FWD,
