assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,season,position,modified
0,0,15,0,26.5,733,0.1212529763579368,0.09,0.0633811429142952,3.64,320,6,0,4.5,9.6,2023-04-23,90,15,0,0,0,0,32,0,114739,1,1,6,9.0,-1,-8838,4142,12980,48,False,0,Pedro Porro,495,2,2,0,0.0633811429142952,18,NEW,1250,1165,TOT,1210,1230,1.9052465,9.25,1.2876942500000002,6.25,1.733782375,8.6875,1.012708375,5.1875,1.54416975,7.5,1.50640125,8.5,1.3156441875,6.875,1.29776675,6.875,2022,DEF,
0,0,26,0,20.8,733,0.0143623333424329,0.2,0.118216224014759,1.94,325,2,1,9.1,47.0,2023-04-27,76,14,0,0,0,0,33,0,96805,1,2,2,23.0,7,-20450,737,21187,48,True,0,Pedro Porro,495,3,1,1,0.118216224014759,18,MUN,1220,1220,TOT,1140,1170,2.30046925,13.0,1.49467075,5.5,1.9861135,10.75,1.3513562499999998,5.875,1.2937374999999998,6.5,1.87253875,8.5,1.3155950625,6.6875,1.4060598750000002,7.1875,2022,DEF,
0,0,14,0,18.4,733,0.0822871699929237,0.16,0.0136088114231824,2.0,338,3,0,6.1,22.8,2023-04-30,89,12,0,0,0,0,34,0,82484,1,3,4,20.0,1,-11790,3280,15070,48,False,0,Pedro Porro,495,2,1,0,0.0136088114231824,18,LIV,1180,1260,TOT,1210,1230,3.0817075000000003,13.75,1.091951,3.25,2.054526125,10.4375,1.5257814375,5.3125,1.5388925,4.75,2.1579675,9.75,1.428283,6.4375,1.4527942500000002,7.5,2022,DEF,
1,3,40,1,62.0,733,0.6533569693565369,0.51,0.0772271156311035,0.37,348,0,0,11.4,34.2,2023-05-06,90,7,0,0,0,0,35,0,92619,1,0,1,18.0,12,6338,12251,5913,48,True,0,Pedro Porro,495,2,4,0,0.0772271156311035,18,CRY,1110,1090,TOT,1140,1170,1.03259275,7.75,1.05576775,4.0,1.07514675,4.9375,1.2603685625,7.5,1.75267525,3.75,2.3963725,9.0,1.4147911249999998,6.0625,1.5553933125,7.4375,2022,DEF,
0,0,11,0,25.4,733,0.0722333937883377,0.07,0.0,1.18,352,2,0,3.4,8.8,2023-05-13,80,2,0,0,0,0,36,0,121249,1,1,2,0.0,1,27048,31753,4705,48,False,0,Pedro Porro,495,0,1,0,0.0,18,AVL,1070,1070,TOT,1210,1230,1.1103742499999998,5.5,1.0557835,5.5,1.326594125,7.6875,1.36955025,6.0625,1.4653277500000002,2.0,2.17154475,8.75,1.38018675,5.625,1.446915125,7.1875,2022,DEF,
0,0,8,0,34.8,733,0.0976306945085525,0.42,0.0714237615466117,0.68,368,1,0,5.2,9.6,2023-05-20,15,4,0,0,0,0,37,0,125199,0,3,1,8.0,1,3574,15452,11878,48,True,0,Pedro Porro,495,2,2,0,0.0714237615466117,18,BRE,1160,1200,TOT,1140,1170,1.656384,4.5,1.08656125,7.0,1.6155780000000002,6.5,1.3277591875,6.875,1.54084,3.0,1.62518225,8.25,1.3814405,5.5,1.41305325,7.125,2022,DEF,
1,2,41,0,0.0,733,0.5539970397949219,0.45,0.2069618552923202,1.5,377,1,1,0.0,0.0,2023-05-28,90,24,0,0,0,0,38,0,132973,1,4,1,0.0,13,5838,18308,12470,48,False,0,Pedro Porro,495,2,2,1,0.2069618552923202,18,LEE,1070,1130,TOT,1210,1230,1.034833,5.5,2.5457850000000004,11.5,1.1577271875,5.75,2.0547490625,7.875,1.35191,3.25,1.4222722499999998,6.5,1.4203695625,5.25,1.4168063750000002,7.0,2022,DEF,
0,0,0,0,0.0,506,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2023-08-13,0,4,0,0,0,0,1,0,183929,0,2,2,0.0,0,0,0,0,50,False,0,Pedro Porro,495,0,0,0,0.0,18,BRE,1110,1090,TOT,1150,1310,1.800493,6.75,1.249618,7.25,1.493673,5.875,1.377221375,6.125,1.49788,3.75,1.11287225,6.25,1.4585864375,5.375,1.4429165625000002,7.0625,2023,DEF,
0,0,26,1,17.2,506,0.1036000177264213,0.22,0.0738635063171386,1.73,18,0,0,3.6,15.4,2023-08-19,87,14,0,0,0,0,2,0,158790,1,0,2,3.0,6,-35402,5884,41286,50,True,0,Pedro Porro,495,1,1,0,0.0738635063171386,18,MUN,1210,1230,TOT,1110,1230,2.8396675,15.0,1.5258282499999998,9.75,2.21517125,12.25,1.5652264374999998,6.625,1.5720074999999998,5.25,1.513095,8.0,1.4795908125,5.5625,1.4738840625,7.375,2023,DEF,
0,0,30,1,4.0,506,0.0,0.13,0.1070712059736251,0.67,22,0,0,3.1,18.2,2023-08-26,90,3,0,0,0,0,3,0,311257,1,2,0,9.0,6,125562,147014,21452,49,False,0,Pedro Porro,495,3,0,0,0.1070712059736251,18,BOU,1055,1145,TOT,1150,1310,1.03618925,7.25,1.89626,8.75,1.304536875,6.375,1.8386405,10.625,1.910505,6.75,1.6746374999999998,8.5,1.5488795625,5.8125,1.60393825,7.9375,2023,DEF,
1,0,27,0,25.3,506,1.1412127017974854,0.41,0.1404002606868744,1.35,34,2,0,6.4,27.8,2023-09-02,90,21,0,0,0,0,4,0,471556,1,5,2,11.0,4,136480,160701,24221,49,False,0,Pedro Porro,495,3,3,0,0.1404002606868744,18,BUR,1050,1040,TOT,1150,1310,0.4708185,6.0,2.618825,9.0,0.4708185,6.0,2.618825,9.0,2.071625,11.0,1.507173,8.75,1.632306875,6.75,1.6177695625,8.0,2023,DEF,
0,0,17,0,55.3,506,0.1995370835065841,0.28,0.0280063319951295,0.57,48,1,0,7.6,17.4,2023-09-16,90,23,0,0,0,0,5,0,579740,1,1,2,3.0,2,95834,131509,35675,50,True,0,Pedro Porro,495,1,4,0,0.0280063319951295,18,SHU,1020,1060,TOT,1110,1230,0.8277435,3.5,2.55868,10.0,0.8277435,3.5,2.55868,10.0,2.1628,13.75,1.6258054999999998,9.0,1.70368,7.3125,1.68674225,8.25,2023,DEF,
0,0,10,0,2.0,506,0.0,0.01,0.0,2.08,51,2,0,2.2,18.0,2023-09-24,90,1,0,0,0,0,6,0,554724,1,2,2,2.0,1,-23600,29808,53408,50,False,0,Pedro Porro,495,0,0,0,0.0,18,ARS,1370,1330,TOT,1150,1310,2.03728625,12.5,0.7920640000000002,4.75,1.838677375,10.625,1.3603195,6.125,2.3392825,17.25,1.3465792499999998,7.25,1.730196875,8.0,1.6344050625,8.125,2023,DEF,
1,3,38,0,42.2,506,0.1521601676940918,0.13,0.0219935737550258,1.34,68,1,0,8.9,40.6,2023-09-30,90,12,0,0,0,0,7,0,548599,1,1,2,6.0,7,-8236,38195,46431,50,True,1,Pedro Porro,495,1,3,0,0.0219935737550258,18,LIV,1350,1390,TOT,1110,1230,2.63928275,11.5,1.0783714999999998,4.5,2.5141261875,12.125,1.1069045625,4.3125,2.2574375,16.5,1.32079425,5.25,1.75063,8.1875,1.6232881875,7.625,2023,DEF,
0,0,24,1,11.9,506,0.0,0.39,0.4450690746307373,0.82,77,0,0,4.0,16.4,2023-10-07,90,22,0,0,0,0,8,0,1068351,1,1,0,12.0,6,476288,524887,48599,51,False,0,Pedro Porro,495,2,0,0,0.4450690746307373,18,LUT,1020,1090,TOT,1150,1310,1.6847100000000002,6.25,1.7735,6.5,1.5875658571428573,6.0,2.3001357142857146,9.428571428571429,2.2392075,16.0,1.48064625,5.5,1.80040875,8.75,1.6420147500000002,7.625,2023,DEF,
0,0,27,1,4.4,506,0.0,0.03,0.0135161653161048,1.03,90,0,0,1.9,12.2,2023-10-23,90,9,0,0,0,0,9,0,1223881,1,0,2,2.0,6,169810,208971,39161,52,True,0,Pedro Porro,495,1,0,0,0.0135161653161048,18,FUL,1180,1170,TOT,1110,1230,1.36380525,8.5,1.01645725,3.5,1.2062843125,6.4375,1.7999385625000002,7.75,2.2346125,15.75,1.27616575,5.25,1.9119919375,9.25,1.602804,7.375,2023,DEF,
0,0,14,0,9.8,506,0.0,0.06,0.0250307973474264,0.64,96,1,0,3.0,16.2,2023-10-27,90,7,0,0,0,0,10,0,1280015,1,2,1,4.0,2,54083,119974,65891,52,False,0,Pedro Porro,495,1,0,0,0.0250307973474264,18,CRY,1080,1060,TOT,1150,1310,0.908228,3.0,1.762792,11.5,1.1985757499999998,6.9375,1.3398141250000002,6.75,2.1036475,13.75,1.2649614999999998,5.5,1.8700663125,9.5625,1.574045125,7.375,2023,DEF,
0,0,19,0,23.8,506,0.5478523373603821,0.37,0.0673577934503555,4.04,110,4,0,5.3,20.2,2023-11-06,90,6,0,0,0,0,11,0,1251726,1,4,1,9.0,0,-26980,52844,79824,52,True,0,Pedro Porro,495,1,1,0,0.0673577934503555,18,CHE,1150,1230,TOT,1110,1230,1.849165,10.5,1.3463262500000002,5.25,1.7277001875,11.75,1.63058475,7.0625,1.79800825,14.5,0.8196949999999998,5.25,1.8766976875,10.1875,1.36007725,6.8125,2023,DEF,
1,1,26,0,31.6,506,0.2227791547775268,0.62,0.0,2.15,120,2,0,7.7,43.6,2023-11-11,90,20,0,0,0,0,12,0,1290641,1,1,2,2.0,5,28267,83974,55707,52,False,0,Pedro Porro,495,0,2,0,0.0,18,WOL,1085,1115,TOT,1150,1310,1.51957075,7.5,1.5640225,5.0,1.1476418125,5.5625,2.210031875,10.4375,1.49072775,11.0,1.55361,5.5,1.7883675625,10.3125,1.490925375,6.5625,2023,DEF,
1,1,25,0,61.4,506,0.4443161487579345,0.64,0.1411752253770828,1.77,130,2,0,11.9,28.8,2023-11-26,90,2,0,0,0,0,13,0,1382559,1,2,1,29.0,5,77995,119804,41809,53,True,0,Pedro Porro,495,3,4,0,0.1411752253770828,18,AVL,1220,1350,TOT,1110,1230,2.40238,13.75,0.5884827499999998,2.75,2.0183926875,9.875,1.2940543125,5.6875,1.003939,8.5,1.8187905,5.5,1.724807875,10.4375,1.4584085,6.5,2023,DEF,
0,0,6,0,18.8,506,0.0271524880081415,0.11,0.0647079944610595,2.64,137,3,0,4.2,16.8,2023-12-03,90,13,0,0,0,0,14,0,1353914,1,3,3,6.0,0,-22024,44574,66598,53,False,1,Pedro Porro,495,1,1,0,0.0647079944610595,18,MCI,1350,1360,TOT,1150,1310,2.983725,16.75,1.3991032499999998,5.0,2.1264937500000003,12.3125,1.04689925,5.1875,1.1514865,9.75,2.2317185,5.5,1.7916059999999998,11.5,1.5890885625000002,6.5625,2023,DEF,
1,2,24,0,75.8,506,0.5051501393318176,0.63,0.2142990678548813,2.07,148,2,0,13.9,32.6,2023-12-07,90,19,0,0,0,0,15,0,1389923,1,2,1,31.0,5,30776,72179,41403,53,True,1,Pedro Porro,495,5,5,0,0.2142990678548813,18,WHU,1140,1150,TOT,1110,1230,1.5838249999999998,4.5,1.4201705000000002,5.5,1.5625543125,5.875,1.820735,8.75,1.01248,7.5,2.8180825,7.75,1.7446076874999998,11.3125,1.6583023125,6.6875,2023,DEF,
1,0,30,0,51.3,506,0.3819680213928222,0.49,0.1561705917119979,1.69,159,1,0,11.3,35.8,2023-12-10,90,15,0,0,0,0,16,0,1471556,1,1,4,26.0,5,78355,107707,29352,53,True,0,Pedro Porro,495,3,3,0,0.1561705917119979,18,NEW,1210,1355,TOT,1110,1230,1.6639902500000003,7.75,1.78222625,7.0,2.1330853125,6.875,1.216950375,6.75,1.1758730000000002,12.5,2.238645,6.0,1.7443583125,12.625,1.6950185625,6.4375,2023,DEF,
0,2,31,1,41.3,506,0.420430064201355,0.73,0.2456588149070739,1.5,169,0,0,7.3,22.2,2023-12-15,90,16,0,0,0,0,17,0,2097522,1,2,0,9.0,8,566899,581789,14890,54,False,0,Pedro Porro,495,2,3,0,0.2456588149070739,18,NFO,1050,1080,TOT,1150,1310,1.084076,5.75,1.48949225,8.5,1.1357984375,5.25,1.571728125,9.1875,2.1680892500000004,14.25,2.164855,6.75,1.8923601875,13.0625,1.7214041875,6.625,2023,DEF,
0,0,21,0,14.2,506,0.0505400709807872,0.1,0.0952008962631225,1.95,178,1,0,4.3,22.4,2023-12-23,90,8,0,0,0,0,18,0,2520492,1,1,2,6.0,2,402771,418226,15455,55,True,0,Pedro Porro,495,2,1,0,0.0952008962631225,18,EVE,1125,1080,TOT,1110,1230,1.7287847500000002,7.5,0.9164179999999996,7.25,1.72644978125,6.25,1.379181,7.875,2.0135792500000003,12.25,1.99189,7.5,1.9019989375,13.25,1.7087873125,6.4375,2023,DEF,
1,2,28,0,48.4,506,0.735392689704895,0.65,0.0836178362369537,3.7,184,4,0,9.6,40.6,2023-12-28,90,5,0,0,0,0,19,0,2626444,1,2,4,7.0,5,154549,179849,25300,56,False,0,Pedro Porro,495,2,3,0,0.0836178362369537,18,BHA,1070,1135,TOT,1150,1310,1.625761,14.5,1.6738850000000003,8.5,1.44559775,10.375,1.509194375,8.5,2.2991275,14.0,1.7610299999999997,7.25,1.8417633125,13.125,1.6799004375,6.375,2023,DEF,
0,0,15,0,15.7,506,0.0838546082377433,0.13,0.0228687245398759,1.6,198,1,0,6.0,34.0,2023-12-31,90,3,0,0,0,0,20,0,2844708,1,1,3,10.0,2,205930,237576,31646,57,True,0,Pedro Porro,495,1,1,0,0.0228687245398759,18,BOU,1130,1075,TOT,1110,1230,1.9359875,7.25,0.8733852500000001,9.25,1.632139,7.625,1.7019824375,10.625,2.413345,15.0,2.28756,8.25,1.8297883125,13.625,1.8901153125,6.3125,2023,DEF,
1,2,32,0,77.9,506,0.7415986657142639,0.56,0.0305955205112695,0.84,208,2,0,14.1,54.4,2024-01-14,90,14,0,0,0,0,21,0,3369613,1,2,2,9.0,6,479625,566617,86992,58,False,0,Pedro Porro,495,1,5,0,0.0305955205112695,18,MUN,1130,1120,TOT,1150,1310,0.8040390000000002,6.75,1.5166269999999995,8.75,1.3054454375,8.3125,1.7767866875,7.75,1.8506175,15.25,2.2797125,9.75,1.8143145625,13.4375,1.8848809375,6.8125,2023,DEF,
0,0,12,0,10.0,506,0.0,0.17,0.0803838819265365,1.66,216,2,0,3.2,14.8,2024-01-31,90,4,0,0,0,0,22,0,3650922,1,2,3,7.0,1,284895,310843,25948,59,True,0,Pedro Porro,495,2,0,0,0.0803838819265365,18,BRE,1055,1150,TOT,1110,1230,1.6549455,7.25,1.5485775,10.5,1.7072355,6.6875,1.404236125,9.1875,1.7768325,13.5,2.08409825,9.25,1.7613864375,12.3125,1.8931670625,6.9375,2023,DEF,
0,0,13,0,7.4,506,0.0,0.07,0.0407884679734706,2.62,227,2,0,2.7,12.8,2024-02-03,90,8,0,0,0,0,23,0,3674347,1,2,2,7.0,1,28248,81526,53278,59,False,0,Pedro Porro,495,1,0,0,0.0407884679734706,18,EVE,1125,1065,TOT,1150,1310,1.40618525,3.75,2.1616175,9.25,1.69222203125,6.3125,1.4807106875,8.4375,2.2235,14.75,1.98722825,9.75,1.8332789375,12.6875,1.8465089375,7.5,2023,DEF,
0,0,15,0,3.7,506,0.0,0.01,0.0,1.21,238,1,0,2.0,15.8,2024-02-10,90,5,0,0,0,0,24,0,3510809,1,1,2,0.0,2,-167224,58000,225224,59,True,0,Pedro Porro,495,0,0,0,0.0,18,BHA,1180,1240,TOT,1110,1230,1.6162175,9.5,1.49962925,4.0,1.558248375,9.625,1.508779125,8.875,1.93670525,9.5,1.84017575,10.0,1.75416275,12.0,1.9799976875,7.4375,2023,DEF,
0,0,0,0,0.0,506,0.0,0.0,0.0,0.0,250,0,0,0.0,0.0,2024-02-17,0,20,0,0,0,0,25,0,2508347,0,2,1,0.0,0,-872744,28877,901621,58,True,0,Pedro Porro,495,0,0,0,0.0,18,WOL,1105,1100,TOT,1110,1230,1.741255,6.5,2.2014575,10.25,1.5518968125,6.5,1.711107375,8.3125,1.92645775,9.5,1.81781575,8.75,1.737275875,11.875,2.0202934375,7.6875,2023,DEF,
0,0,0,0,0.0,506,0.0,0.0,0.0,0.0,270,0,0,0.0,0.0,2024-03-02,0,7,0,0,0,0,27,0,1646029,0,1,3,0.0,0,-253683,4595,258278,57,True,0,Pedro Porro,495,0,0,0,0.0,18,CRY,1120,1085,TOT,1110,1230,1.0278645,5.0,1.4293228999999998,4.25,1.289980625,6.375,1.64884385,7.6875,1.99781775,13.5,2.030985,8.5,1.7349290000000002,12.25,2.0846729375,7.6875,2023,DEF,
0,1,30,1,34.4,506,0.1307699531316757,0.18,0.0,0.97,272,0,0,5.7,22.4,2024-03-10,90,2,0,0,0,0,28,0,1554875,1,4,0,0.0,7,-93520,45303,138823,57,False,0,Pedro Porro,495,0,1,0,0.0,18,AVL,1140,1180,TOT,1150,1310,2.4485475,8.5,2.13817,5.75,1.9996055625,8.875,1.646561625,6.4375,1.82295775,13.75,1.7013642499999997,5.75,1.8395163125,12.5,2.0669262500000003,7.625,2023,DEF,
0,0,11,0,26.8,506,0.0803269818425178,0.06,0.0,2.79,286,3,0,3.8,10.8,2024-03-16,90,9,0,0,0,0,29,0,2872464,1,0,3,0.0,1,387167,400061,12894,58,False,0,Pedro Porro,495,0,2,0,0.0,18,FUL,1050,1060,TOT,1150,1310,1.7185125,9.5,1.4953,9.25,1.623030875,8.75,1.7758605625,9.1875,2.1558175000000004,14.25,1.1948292499999995,5.0,1.9204351875,12.8125,1.8903025,7.3125,2023,DEF,
0,0,11,0,21.3,506,0.0932054370641708,0.25,0.1349461078643798,0.39,300,1,0,5.2,19.6,2024-03-30,90,22,0,0,0,0,30,0,2064144,1,1,2,11.0,2,128983,203517,74534,59,True,0,Pedro Porro,495,2,1,0,0.1349461078643798,18,LUT,1060,1120,TOT,1110,1230,1.7916005000000002,3.25,2.5334000000000003,7.0,1.5842333125,4.625,2.437824375,8.25,2.1649075,14.5,1.4397017499999998,5.5,2.027518,13.375,1.92552125,7.6875,2023,DEF,
0,0,13,0,6.6,506,0.0,0.16,0.081846535205841,1.16,306,1,0,5.9,20.0,2024-04-02,90,19,0,0,0,0,31,0,2030854,1,1,1,32.0,2,-33015,46113,79128,59,False,0,Pedro Porro,495,2,0,0,0.081846535205841,18,WHU,1055,1150,TOT,1150,1310,1.5941234999999996,5.25,2.1806385,13.0,1.3706859375,3.6875,1.967176,13.3125,2.3817950000000003,15.25,1.0963247499999995,5.0,2.042506125,13.625,1.8008244999999998,7.5625,2023,DEF,
0,3,30,0,19.3,506,0.0217735599726438,0.15,0.0851736292243003,1.56,319,1,1,8.4,47.2,2024-04-07,90,16,0,0,0,0,32,0,2056041,1,1,3,17.0,11,21669,70934,49265,59,True,0,Pedro Porro,495,1,1,1,0.0851736292243003,18,NFO,1125,1080,TOT,1110,1230,1.342639,4.5,0.833078,4.5,1.3820710625,5.8125,1.35381425,8.5625,2.0647275,16.75,1.3943954999999997,5.5,2.1025781875,14.8125,1.7110045,7.0625,2023,DEF,
0,0,1,0,2.3,506,0.0,0.01,0.0,1.85,328,2,0,1.5,12.2,2024-04-13,48,15,0,0,0,0,33,0,2066498,1,0,4,0.0,0,6363,87142,80779,59,False,0,Pedro Porro,495,0,0,0,0.0,18,NEW,1050,1160,TOT,1150,1310,2.0519662500000004,10.5,1.3276595000000002,6.0,2.0373779375,10.3125,2.162774625,8.6875,1.90622,18.75,1.5865329999999995,5.5,2.1030219375,14.375,1.7272745,7.1875,2023,DEF,
0,0,12,0,17.6,506,0.2955144643783569,0.38,0.0941678211092948,1.08,348,3,0,3.9,9.6,2024-04-28,90,1,0,0,0,0,35,0,2010891,1,3,2,12.0,1,341784,429038,87254,58,True,0,Pedro Porro,495,3,1,0,0.0941678211092948,18,ARS,1370,1360,TOT,1110,1230,2.793895,18.25,0.7813772500000002,4.0,2.36929325,17.0,0.68143925,2.9375,1.554209,16.75,1.7555229999999995,4.5,1.8740479375,14.0,1.82318825,7.125,2023,DEF,
0,0,12,0,34.1,506,0.1598095595836639,0.3,0.04844905808568,1.94,255,2,0,6.7,14.2,2024-05-02,90,6,0,0,0,0,35,0,2010891,1,0,2,19.0,1,341784,429038,87254,58,False,0,Pedro Porro,495,1,2,0,0.04844905808568,18,CHE,1080,1170,TOT,1150,1310,1.76503975,6.5,1.75784925,9.0,2.0614638125,9.9375,1.83978325,8.6875,1.5890465,13.5,2.033595,5.5,1.9363729375,13.9375,1.81125075,7.0625,2023,DEF,
0,0,15,0,17.1,506,0.2602687776088714,0.13,0.0049866824410855,3.22,357,4,0,3.5,12.2,2024-05-05,90,12,0,0,0,0,36,0,2034696,1,2,4,6.0,0,30685,91144,60459,58,False,0,Pedro Porro,495,1,1,0,0.0049866824410855,18,LIV,1210,1270,TOT,1150,1310,2.0584875,16.0,1.4131937499999998,6.25,2.770301375,14.5625,1.1756788125,6.0,1.558149,10.75,2.2221325,5.75,1.9173335625,14.0,1.826280125,6.6875,2023,DEF,
0,1,24,0,21.0,506,0.0275849178433418,0.2,0.1736294031143188,0.75,368,1,1,8.9,37.6,2024-05-11,90,21,0,0,0,0,37,0,2356898,1,1,2,30.0,9,273323,323472,50149,58,True,0,Pedro Porro,495,4,1,1,0.1736294031143188,18,BUR,1050,1050,TOT,1110,1230,1.8644525,7.0,2.54650125,13.5,1.3597846625,6.5625,2.047126,10.625,1.4462165,8.75,2.5373825,10.5,1.8612398125000005,12.8125,1.789730125,7.75,2023,DEF,
