assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,239,0,0,0.0,0.0,2024-02-11 14:00:00+00:00,0,19,0,0,0,0,24,0,0,0,6,0,0.0,0,0,0,0,45,False,0,3,Mauro Bandeira,1,WHU,1055,1150,ARS,1370,1360,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2024-02-17 15:00:00+00:00,0,21,0,0,0,0,25,0,38,0,5,0,0.0,0,21,25,4,45,False,0,3,Mauro Bandeira,1,BUR,1050,1040,ARS,1370,1360,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,251,0,0,0.0,0.0,2024-02-24 20:00:00+00:00,0,15,0,0,0,0,26,0,69,0,1,4,0.0,0,20,36,16,45,True,0,3,Mauro Bandeira,1,NEW,1210,1355,ARS,1370,1330,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2024-03-04 20:00:00+00:00,0,23,0,0,0,0,27,0,86,0,6,0,0.0,0,6,17,11,45,False,0,3,Mauro Bandeira,1,SHU,1045,1020,ARS,1370,1360,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2024-03-09 17:30:00+00:00,0,4,0,0,0,0,28,0,97,0,1,2,0.0,0,1,12,11,45,True,0,3,Mauro Bandeira,1,BRE,1055,1150,ARS,1370,1330,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,296,0,0,0.0,0.0,2024-03-31 15:30:00+00:00,0,13,0,0,0,0,30,0,117,0,0,0,0.0,0,0,9,9,45,False,0,3,Mauro Bandeira,1,MCI,1350,1360,ARS,1370,1360,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,301,0,0,0.0,0.0,2024-04-03 18:30:00+00:00,0,22,0,0,0,0,31,0,124,0,0,2,0.0,0,0,6,6,45,True,0,3,Mauro Bandeira,1,LUT,1060,1120,ARS,1370,1330,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2024-04-06 16:30:00+00:00,0,5,0,0,0,0,32,0,129,0,3,0,0.0,0,-3,8,11,45,False,0,3,Mauro Bandeira,1,BHA,1070,1135,ARS,1370,1360,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2024-04-14 15:30:00+00:00,0,2,0,0,0,0,33,0,147,0,2,0,0.0,0,-3,7,10,45,True,0,3,Mauro Bandeira,1,AVL,1220,1350,ARS,1370,1330,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,340,0,0,0.0,0.0,2024-04-20 18:30:00+00:00,0,20,0,0,0,0,34,0,160,0,2,0,0.0,0,1,7,6,45,False,0,3,Mauro Bandeira,1,WOL,1085,1115,ARS,1370,1360,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2024-04-23 19:00:00+00:00,0,6,0,0,0,0,34,0,160,0,0,5,0.0,0,1,7,6,45,True,0,3,Mauro Bandeira,1,CHE,1150,1230,ARS,1370,1330,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,348,0,0,0.0,0.0,2024-04-28 13:00:00+00:00,0,18,0,0,0,0,35,0,165,0,3,2,0.0,0,-4,4,8,45,False,0,3,Mauro Bandeira,1,TOT,1110,1230,ARS,1370,1360,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2024-05-04 11:30:00+00:00,0,3,0,0,0,0,36,0,180,0,0,3,0.0,0,7,13,6,45,True,0,3,Mauro Bandeira,1,BOU,1130,1075,ARS,1370,1330,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2024-05-12 15:30:00+00:00,0,14,0,0,0,0,37,0,200,0,1,0,0.0,0,10,23,13,45,False,0,3,Mauro Bandeira,1,MUN,1130,1120,ARS,1370,1360,1,2023
0,0,0,0,0.0,1399,0.0,0.0,0.0,0.0,371,0,0,0.0,0.0,2024-05-19 15:00:00+00:00,0,8,0,0,0,0,38,0,221,0,1,2,0.0,0,9,18,9,45,True,0,3,Mauro Bandeira,1,EVE,1125,1080,ARS,1370,1330,1,2023
