assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,season,position
0,0,-1,0,0.3,654,0.0,0.0,0.0,0.68,35,0,0,0.8,7.2,2024-09-14,20,False,9,0,0,0,0,4,0,875,0,1,1,0.0,0,538,741,203,50,False,1,Carlos Soler,654,0,0,0,0.0,19,FUL,1140,1110,WHU,1070,1130,1.17142525,4.75,1.41854075,3.5,1.43661559375,7.375,1.53972075,7.375,1.3815674999999996,3.75,2.3886025,12.75,1.548714875,4.375,2.3297425,12.8125,2024,MID
0,0,1,0,1.8,654,0.0,0.1,0.0804567709565162,0.99,50,0,0,1.3,0.4,2024-09-21,36,False,6,0,0,0,0,5,0,1174,0,3,0,11.0,0,105,291,186,50,True,1,Carlos Soler,654,2,0,0,0.0804567709565162,19,CHE,1150,1360,WHU,1080,1100,1.7501840000000002,6.75,1.3988745000000002,7.25,2.2366278125,8.9375,1.5501793125,8.3125,1.4922074999999997,4.75,2.5313450000000004,10.25,1.4620891875,4.3125,2.42656625,12.5,2024,MID
0,0,9,0,11.3,654,0.0501043982803821,0.1,0.0762039572000503,0.11,53,0,0,3.9,10.4,2024-09-28,45,False,4,0,0,0,0,6,0,1470,0,1,1,17.0,1,107,408,301,50,False,0,Carlos Soler,654,1,1,0,0.0762039572000503,19,BRE,1070,1090,WHU,1070,1130,1.5661385,7.0,2.453375,18.5,1.5565379375,7.5,1.7096463750000002,11.1875,0.9805992499999996,6.5,2.4630875000000003,10.5,1.373263375,4.8125,2.38134875,12.5,2024,MID
0,0,2,0,1.7,654,0.0,0.04,0.0302417334169149,0.13,70,0,0,0.1,0.0,2024-10-05,20,False,10,0,0,0,0,7,0,1665,0,1,4,1.0,1,56,331,275,50,True,0,Carlos Soler,654,1,0,0,0.0302417334169149,19,IPS,1070,1080,WHU,1080,1100,1.22986275,3.5,1.7472150000000002,7.0,0.9570085,2.833333333333333,2.332683333333333,9.333333333333334,0.8167009999999996,8.25,2.211618,10.75,1.3110431875,5.125,2.3494057500000003,12.3125,2024,MID
0,0,-2,0,11.8,654,0.0111164944246411,0.01,0.0,0.41,79,0,0,1.3,0.0,2024-10-19,29,False,18,0,0,0,0,8,0,1722,0,1,4,2.0,0,-84,149,233,50,False,1,Carlos Soler,654,0,1,0,0.0,19,TOT,1140,1300,WHU,1070,1130,2.79684875,13.0,1.1468389999999995,4.5,2.1050294375000003,12.25,1.6138236250000002,5.5625,1.6784057499999996,8.5,1.7095330000000004,7.0,1.5026513125,5.0625,2.3664905000000003,11.625,2024,MID
0,0,2,0,16.5,654,0.0374443009495735,0.03,0.0,1.48,90,0,0,2.0,1.2,2024-10-27,45,False,14,0,0,0,0,9,0,1745,1,1,2,2.0,1,-71,100,171,50,True,0,Carlos Soler,654,0,1,0,0.0,19,MUN,1140,1170,WHU,1080,1100,1.291342,7.75,2.1255329999999995,8.0,1.5829951875,8.75,2.0305014375,8.875,1.7224267499999997,9.0,1.3481605000000003,8.25,1.4941650000000002,5.25,2.21844675,11.3125,2024,MID
0,0,2,0,2.7,654,0.0,0.01,0.0,0.74,97,2,0,0.3,0.6,2024-11-02,45,False,16,0,0,0,0,10,0,1907,0,0,3,0.0,1,60,236,176,50,False,0,Carlos Soler,654,0,0,0,0.0,19,NFO,1140,1130,WHU,1070,1130,1.67787525,7.0,1.345214,7.5,1.7049489375,6.5,1.352881625,6.625,2.28114,7.75,1.4053380000000004,7.75,1.589349375,5.4375,2.295431125,10.375,2024,MID
0,0,4,0,0.6,654,0.0,0.05,0.0548563450574874,0.06,109,0,0,0.6,3.0,2024-11-09,23,False,8,0,0,0,0,11,0,2020,0,0,0,2.0,1,16,177,161,50,True,0,Carlos Soler,654,1,0,0,0.0548563450574874,19,EVE,1150,1100,WHU,1080,1100,1.2427272500000002,5.75,1.2500337499999996,6.75,1.2289905,5.9375,1.6640140625000002,8.4375,2.094565,5.25,1.9003100000000008,8.75,1.5262860625,5.375,2.330849875,10.3125,2024,MID
0,0,15,1,12.1,654,0.0,0.2,0.174006849527359,1.63,119,0,0,3.0,4.0,2024-11-25,83,False,15,0,0,0,0,12,0,2032,1,2,0,14.0,3,-81,111,192,50,False,0,Carlos Soler,654,4,0,0,0.174006849527359,19,NEW,1100,1130,WHU,1070,1130,1.6018937500000003,11.0,1.34641625,6.0,1.975359,9.9375,1.6482330625,7.375,1.2769849999999994,5.75,1.8206482500000003,9.0,1.5057004375,5.6875,2.1590906875,10.125,2024,MID
1,0,20,0,15.5,654,0.3265379667282104,0.23,0.0,3.38,129,5,0,3.5,17.0,2024-11-30,77,False,1,0,0,0,0,13,0,2166,1,5,2,2.0,5,34,168,134,50,True,0,Carlos Soler,654,0,1,0,0.0,19,ARS,1370,1350,WHU,1080,1100,1.4050662499999995,10.0,0.9642452500000004,5.75,2.1188845625,11.0625,1.2000308125,5.625,1.2979902499999996,5.5,1.8349707500000003,7.75,1.4805419375000002,5.875,2.0202975625,9.75,2024,MID
